
32817,33640,33891,22562,23677,22499,25469,23947,26508,26816,24877,24609,43242,34178, 5167,34294,34563,35019,10243,10082, 9741,10214,10456,10589,10897,10630,10568,35724,32590, 5589,
31000,31863,31082,19499,20032,19535,21605,20659,22577,22481,21289,20602,40193,32228, 5126,32134,32189,32405,10070, 9903, 9897,10135,10176,10554,11023,10606,10669,33149,31019, 5664,
29199,29906,29164,19424,20408,19210,20926,19872,21544,22023,20973,21042,37070,30413, 5232,30504,30077,30191,10055, 9862, 9824,10062,10360,10536,10810,10314,10569,30468,29106, 5703,
27844,28242,27545,19959,20903,20157,22115,21153,23408,23337,22039,21590,34839,28408, 5315,29180,28674,28729,10161, 9872, 9772,10169,10256,10679,10896,10385,10685,28829,27463, 5697,
27351,27328,27157,19733,20567,19497,21718,20720,22526,22632,21410,20767,33801,27944, 5308,28476,28225,28078,10144,10010, 9963,10191,10413,10538,10861,10617,10675,28559,26987, 5811,
27176,27316,27036,19532,20420,19627,21474,20361,22432,22416,21182,20512,33008,27596, 5465,27587,27673,27403,10293,10284,10021,10223,10373,10469,10946,10566,10552,28802,26713, 5908,
26346,26870,26609,19382,20562,19064,21710,20515,22069,22522,21098,20568,32720,27305, 5464,27668,27528,27289,10335,10142, 9982,10450,10519,10701,10789,10607,10688,28498,26927, 5987,
26652,27030,26762,19452,20132,19372,21564,20275,22041,22477,20958,20570,33096,27312, 5520,27557,27174,27402,10223,10149, 9912,10270,10661,10656,10832,10808,10928,28530,26737, 5921,
26690,26969,26680,19507,20306,19083,21313,20366,22343,22095,21140,20734,32752,27156, 5562,27178,27218,27090,10357,10370, 9989,10390,10607,10792,11008,10642,10702,28405,26782, 6050,
26284,26637,26648,19595,20133,19278,21324,20368,22011,22177,20993,20753,32740,27156, 5578,27327,27044,27613,10487,10484,10278,10536,10507,10722,11236,10741,10996,28694,26592, 5899,
26459,27058,26794,19667,20258,19419,21316,20257,22043,22041,20881,20454,32005,26736, 5738,27397,27416,27183,10492,10477,10191,10617,10722,10545,11134,10729,10779,28281,26438, 6211,
26651,26837,26545,19685,20689,19068,21262,20293,22346,22138,20914,20466,32442,26974, 5615,27208,27311,27162,10400,10508,10166,10404,10622,10988,11131,10778,10954,28390,26543, 6070,
26391,26721,26573,20055,20954,19597,21425,20380,22110,22393,21076,20867,32348,27173, 5649,27300,27651,27492,10225,10469,10236,10583,10689,10935,11371,10871,10955,28442,26402, 6140,
26411,27054,26898,21406,22686,20750,22353,21070,22822,23105,21699,21049,32540,27362, 5767,27365,27488,27680,10575,10444,10450,10707,10840,11025,11171,10789,10962,28759,26880, 6145,
26530,26797,26639,22541,23982,22618,24608,23276,24933,24898,23439,22858,32445,27173, 5745,27138,27210,26747,10661,10614,10362,10570,10998,10793,11214,10905,10945,28595,26327, 6160,
26716,26621,26521,23917,25438,23653,26435,24928,27000,26936,25368,24257,32761,27173, 5821,27330,27792,27671,10512,10568,10397,10676,10949,11227,11244,10886,11039,28444,26406, 6129,
26386,26870,26580,24158,25748,24268,26994,25347,28066,27989,26561,25732,32728,27203, 5847,27242,27288,27784,10629,10418,10470,10624,10963,11068,11255,11111,11166,28551,26315, 6264,
26434,27014,26554,24568,25963,24376,27054,25817,27946,28211,27264,26807,32435,27404, 5847,27545,27637,27934,10606,10723,10410,10703,11115,11103,11353,11031,11186,28646,26600, 6341,
26517,26830,27030,24694,26046,24514,27553,26103,28390,28635,27219,26647,32046,27178, 5859,27803,27520,27674,10676,10790,10514,10811,11123,11275,11289,11087,11019,28722,26734, 6288,
26599,27249,27117,25052,26316,24807,27620,26178,28717,28902,27263,26989,32221,27382, 5731,27596,27851,27857,10764,10719,10295,10831,11112,11204,11415,11046,11257,28963,26852, 6195,
26682,27174,27315,25358,26655,25288,27618,26186,28696,28811,27376,26968,32014,27592, 5885,27487,27449,27761,10825,10801,10472,10878,11074,10947,11371,11015,11405,28796,27054, 6332,
27094,26908,27261,25646,27083,25236,27757,27223,29509,29449,27954,27685,32079,27587, 5880,27745,27731,27774,10873,10925,10548,11019,11156,11283,11306,11198,11418,28670,27066, 6288,
