sample_id,local_sample_id,batch_start,batch_end,batch_name,sample_id_mode,sample_id_warning,file,file_path,relative_path,parent_dir,suffix,sample_slot,well_start,well_end,sample_layout
1629,15,1601,5444,结果3857-5444,two_per_file,,检测结果 (15).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (15).csv,结果汇总\结果3857-5444\10-99\检测结果 (15).csv,10-99,.csv,1,1,15,two_per_file_15x2
1630,15,1601,5444,结果3857-5444,two_per_file,,检测结果 (15).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (15).csv,结果汇总\结果3857-5444\10-99\检测结果 (15).csv,10-99,.csv,2,16,30,two_per_file_15x2
1631,16,1601,5444,结果3857-5444,two_per_file,,检测结果 (16).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (16).csv,结果汇总\结果3857-5444\10-99\检测结果 (16).csv,10-99,.csv,1,1,15,two_per_file_15x2
1632,16,1601,5444,结果3857-5444,two_per_file,,检测结果 (16).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (16).csv,结果汇总\结果3857-5444\10-99\检测结果 (16).csv,10-99,.csv,2,16,30,two_per_file_15x2
1633,17,1601,5444,结果3857-5444,two_per_file,,检测结果 (17).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (17).csv,结果汇总\结果3857-5444\10-99\检测结果 (17).csv,10-99,.csv,1,1,15,two_per_file_15x2
1634,17,1601,5444,结果3857-5444,two_per_file,,检测结果 (17).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (17).csv,结果汇总\结果3857-5444\10-99\检测结果 (17).csv,10-99,.csv,2,16,30,two_per_file_15x2
1635,18,1601,5444,结果3857-5444,two_per_file,,检测结果 (18).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (18).csv,结果汇总\结果3857-5444\10-99\检测结果 (18).csv,10-99,.csv,1,1,15,two_per_file_15x2
1636,18,1601,5444,结果3857-5444,two_per_file,,检测结果 (18).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (18).csv,结果汇总\结果3857-5444\10-99\检测结果 (18).csv,10-99,.csv,2,16,30,two_per_file_15x2
1637,19,1601,5444,结果3857-5444,two_per_file,,检测结果 (19).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (19).csv,结果汇总\结果3857-5444\10-99\检测结果 (19).csv,10-99,.csv,1,1,15,two_per_file_15x2
1638,19,1601,5444,结果3857-5444,two_per_file,,检测结果 (19).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (19).csv,结果汇总\结果3857-5444\10-99\检测结果 (19).csv,10-99,.csv,2,16,30,two_per_file_15x2
1639,20,1601,5444,结果3857-5444,two_per_file,,检测结果 (20).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (20).csv,结果汇总\结果3857-5444\10-99\检测结果 (20).csv,10-99,.csv,1,1,15,two_per_file_15x2
1640,20,1601,5444,结果3857-5444,two_per_file,,检测结果 (20).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (20).csv,结果汇总\结果3857-5444\10-99\检测结果 (20).csv,10-99,.csv,2,16,30,two_per_file_15x2
1641,21,1601,5444,结果3857-5444,two_per_file,,检测结果 (21).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (21).csv,结果汇总\结果3857-5444\10-99\检测结果 (21).csv,10-99,.csv,1,1,15,two_per_file_15x2
1642,21,1601,5444,结果3857-5444,two_per_file,,检测结果 (21).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (21).csv,结果汇总\结果3857-5444\10-99\检测结果 (21).csv,10-99,.csv,2,16,30,two_per_file_15x2
1643,22,1601,5444,结果3857-5444,two_per_file,,检测结果 (22).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (22).csv,结果汇总\结果3857-5444\10-99\检测结果 (22).csv,10-99,.csv,1,1,15,two_per_file_15x2
1644,22,1601,5444,结果3857-5444,two_per_file,,检测结果 (22).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (22).csv,结果汇总\结果3857-5444\10-99\检测结果 (22).csv,10-99,.csv,2,16,30,two_per_file_15x2
1645,23,1601,5444,结果3857-5444,two_per_file,,检测结果 (23).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (23).csv,结果汇总\结果3857-5444\10-99\检测结果 (23).csv,10-99,.csv,1,1,15,two_per_file_15x2
1646,23,1601,5444,结果3857-5444,two_per_file,,检测结果 (23).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (23).csv,结果汇总\结果3857-5444\10-99\检测结果 (23).csv,10-99,.csv,2,16,30,two_per_file_15x2
1647,24,1601,5444,结果3857-5444,two_per_file,,检测结果 (24).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (24).csv,结果汇总\结果3857-5444\10-99\检测结果 (24).csv,10-99,.csv,1,1,15,two_per_file_15x2
1648,24,1601,5444,结果3857-5444,two_per_file,,检测结果 (24).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (24).csv,结果汇总\结果3857-5444\10-99\检测结果 (24).csv,10-99,.csv,2,16,30,two_per_file_15x2
1649,25,1601,5444,结果3857-5444,two_per_file,,检测结果 (25).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (25).csv,结果汇总\结果3857-5444\10-99\检测结果 (25).csv,10-99,.csv,1,1,15,two_per_file_15x2
1650,25,1601,5444,结果3857-5444,two_per_file,,检测结果 (25).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (25).csv,结果汇总\结果3857-5444\10-99\检测结果 (25).csv,10-99,.csv,2,16,30,two_per_file_15x2
1651,26,1601,5444,结果3857-5444,two_per_file,,检测结果 (26).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (26).csv,结果汇总\结果3857-5444\10-99\检测结果 (26).csv,10-99,.csv,1,1,15,two_per_file_15x2
1652,26,1601,5444,结果3857-5444,two_per_file,,检测结果 (26).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (26).csv,结果汇总\结果3857-5444\10-99\检测结果 (26).csv,10-99,.csv,2,16,30,two_per_file_15x2
1653,27,1601,5444,结果3857-5444,two_per_file,,检测结果 (27).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (27).csv,结果汇总\结果3857-5444\10-99\检测结果 (27).csv,10-99,.csv,1,1,15,two_per_file_15x2
1654,27,1601,5444,结果3857-5444,two_per_file,,检测结果 (27).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (27).csv,结果汇总\结果3857-5444\10-99\检测结果 (27).csv,10-99,.csv,2,16,30,two_per_file_15x2
1655,28,1601,5444,结果3857-5444,two_per_file,,检测结果 (28).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (28).csv,结果汇总\结果3857-5444\10-99\检测结果 (28).csv,10-99,.csv,1,1,15,two_per_file_15x2
1656,28,1601,5444,结果3857-5444,two_per_file,,检测结果 (28).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (28).csv,结果汇总\结果3857-5444\10-99\检测结果 (28).csv,10-99,.csv,2,16,30,two_per_file_15x2
1657,29,1601,5444,结果3857-5444,two_per_file,,检测结果 (29).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (29).csv,结果汇总\结果3857-5444\10-99\检测结果 (29).csv,10-99,.csv,1,1,15,two_per_file_15x2
1658,29,1601,5444,结果3857-5444,two_per_file,,检测结果 (29).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (29).csv,结果汇总\结果3857-5444\10-99\检测结果 (29).csv,10-99,.csv,2,16,30,two_per_file_15x2
1659,30,1601,5444,结果3857-5444,two_per_file,,检测结果 (30).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (30).csv,结果汇总\结果3857-5444\10-99\检测结果 (30).csv,10-99,.csv,1,1,15,two_per_file_15x2
1660,30,1601,5444,结果3857-5444,two_per_file,,检测结果 (30).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (30).csv,结果汇总\结果3857-5444\10-99\检测结果 (30).csv,10-99,.csv,2,16,30,two_per_file_15x2
1661,31,1601,5444,结果3857-5444,two_per_file,,检测结果 (31).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (31).csv,结果汇总\结果3857-5444\10-99\检测结果 (31).csv,10-99,.csv,1,1,15,two_per_file_15x2
1662,31,1601,5444,结果3857-5444,two_per_file,,检测结果 (31).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (31).csv,结果汇总\结果3857-5444\10-99\检测结果 (31).csv,10-99,.csv,2,16,30,two_per_file_15x2
1663,32,1601,5444,结果3857-5444,two_per_file,,检测结果 (32).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (32).csv,结果汇总\结果3857-5444\10-99\检测结果 (32).csv,10-99,.csv,1,1,15,two_per_file_15x2
1664,32,1601,5444,结果3857-5444,two_per_file,,检测结果 (32).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (32).csv,结果汇总\结果3857-5444\10-99\检测结果 (32).csv,10-99,.csv,2,16,30,two_per_file_15x2
1665,33,1601,5444,结果3857-5444,two_per_file,,检测结果 (33).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (33).csv,结果汇总\结果3857-5444\10-99\检测结果 (33).csv,10-99,.csv,1,1,15,two_per_file_15x2
1666,33,1601,5444,结果3857-5444,two_per_file,,检测结果 (33).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (33).csv,结果汇总\结果3857-5444\10-99\检测结果 (33).csv,10-99,.csv,2,16,30,two_per_file_15x2
1667,34,1601,5444,结果3857-5444,two_per_file,,检测结果 (34).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (34).csv,结果汇总\结果3857-5444\10-99\检测结果 (34).csv,10-99,.csv,1,1,15,two_per_file_15x2
1668,34,1601,5444,结果3857-5444,two_per_file,,检测结果 (34).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (34).csv,结果汇总\结果3857-5444\10-99\检测结果 (34).csv,10-99,.csv,2,16,30,two_per_file_15x2
1669,35,1601,5444,结果3857-5444,two_per_file,,检测结果 (35).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (35).csv,结果汇总\结果3857-5444\10-99\检测结果 (35).csv,10-99,.csv,1,1,15,two_per_file_15x2
1670,35,1601,5444,结果3857-5444,two_per_file,,检测结果 (35).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (35).csv,结果汇总\结果3857-5444\10-99\检测结果 (35).csv,10-99,.csv,2,16,30,two_per_file_15x2
1671,36,1601,5444,结果3857-5444,two_per_file,,检测结果 (36).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (36).csv,结果汇总\结果3857-5444\10-99\检测结果 (36).csv,10-99,.csv,1,1,15,two_per_file_15x2
1672,36,1601,5444,结果3857-5444,two_per_file,,检测结果 (36).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (36).csv,结果汇总\结果3857-5444\10-99\检测结果 (36).csv,10-99,.csv,2,16,30,two_per_file_15x2
1673,37,1601,5444,结果3857-5444,two_per_file,,检测结果 (37).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (37).csv,结果汇总\结果3857-5444\10-99\检测结果 (37).csv,10-99,.csv,1,1,15,two_per_file_15x2
1674,37,1601,5444,结果3857-5444,two_per_file,,检测结果 (37).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (37).csv,结果汇总\结果3857-5444\10-99\检测结果 (37).csv,10-99,.csv,2,16,30,two_per_file_15x2
1675,38,1601,5444,结果3857-5444,two_per_file,,检测结果 (38).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (38).csv,结果汇总\结果3857-5444\10-99\检测结果 (38).csv,10-99,.csv,1,1,15,two_per_file_15x2
1676,38,1601,5444,结果3857-5444,two_per_file,,检测结果 (38).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (38).csv,结果汇总\结果3857-5444\10-99\检测结果 (38).csv,10-99,.csv,2,16,30,two_per_file_15x2
1677,39,1601,5444,结果3857-5444,two_per_file,,检测结果 (39).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (39).csv,结果汇总\结果3857-5444\10-99\检测结果 (39).csv,10-99,.csv,1,1,15,two_per_file_15x2
1678,39,1601,5444,结果3857-5444,two_per_file,,检测结果 (39).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (39).csv,结果汇总\结果3857-5444\10-99\检测结果 (39).csv,10-99,.csv,2,16,30,two_per_file_15x2
1679,40,1601,5444,结果3857-5444,two_per_file,,检测结果 (40).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (40).csv,结果汇总\结果3857-5444\10-99\检测结果 (40).csv,10-99,.csv,1,1,15,two_per_file_15x2
1680,40,1601,5444,结果3857-5444,two_per_file,,检测结果 (40).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (40).csv,结果汇总\结果3857-5444\10-99\检测结果 (40).csv,10-99,.csv,2,16,30,two_per_file_15x2
1681,41,1601,5444,结果3857-5444,two_per_file,,检测结果 (41).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (41).csv,结果汇总\结果3857-5444\10-99\检测结果 (41).csv,10-99,.csv,1,1,15,two_per_file_15x2
1682,41,1601,5444,结果3857-5444,two_per_file,,检测结果 (41).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (41).csv,结果汇总\结果3857-5444\10-99\检测结果 (41).csv,10-99,.csv,2,16,30,two_per_file_15x2
1683,42,1601,5444,结果3857-5444,two_per_file,,检测结果 (42).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (42).csv,结果汇总\结果3857-5444\10-99\检测结果 (42).csv,10-99,.csv,1,1,15,two_per_file_15x2
1684,42,1601,5444,结果3857-5444,two_per_file,,检测结果 (42).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (42).csv,结果汇总\结果3857-5444\10-99\检测结果 (42).csv,10-99,.csv,2,16,30,two_per_file_15x2
1685,43,1601,5444,结果3857-5444,two_per_file,,检测结果 (43).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (43).csv,结果汇总\结果3857-5444\10-99\检测结果 (43).csv,10-99,.csv,1,1,15,two_per_file_15x2
1686,43,1601,5444,结果3857-5444,two_per_file,,检测结果 (43).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (43).csv,结果汇总\结果3857-5444\10-99\检测结果 (43).csv,10-99,.csv,2,16,30,two_per_file_15x2
1687,44,1601,5444,结果3857-5444,two_per_file,,检测结果 (44).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (44).csv,结果汇总\结果3857-5444\10-99\检测结果 (44).csv,10-99,.csv,1,1,15,two_per_file_15x2
1688,44,1601,5444,结果3857-5444,two_per_file,,检测结果 (44).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (44).csv,结果汇总\结果3857-5444\10-99\检测结果 (44).csv,10-99,.csv,2,16,30,two_per_file_15x2
1689,45,1601,5444,结果3857-5444,two_per_file,,检测结果 (45).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (45).csv,结果汇总\结果3857-5444\10-99\检测结果 (45).csv,10-99,.csv,1,1,15,two_per_file_15x2
1690,45,1601,5444,结果3857-5444,two_per_file,,检测结果 (45).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (45).csv,结果汇总\结果3857-5444\10-99\检测结果 (45).csv,10-99,.csv,2,16,30,two_per_file_15x2
1691,46,1601,5444,结果3857-5444,two_per_file,,检测结果 (46).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (46).csv,结果汇总\结果3857-5444\10-99\检测结果 (46).csv,10-99,.csv,1,1,15,two_per_file_15x2
1692,46,1601,5444,结果3857-5444,two_per_file,,检测结果 (46).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (46).csv,结果汇总\结果3857-5444\10-99\检测结果 (46).csv,10-99,.csv,2,16,30,two_per_file_15x2
1693,47,1601,5444,结果3857-5444,two_per_file,,检测结果 (47).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (47).csv,结果汇总\结果3857-5444\10-99\检测结果 (47).csv,10-99,.csv,1,1,15,two_per_file_15x2
1694,47,1601,5444,结果3857-5444,two_per_file,,检测结果 (47).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (47).csv,结果汇总\结果3857-5444\10-99\检测结果 (47).csv,10-99,.csv,2,16,30,two_per_file_15x2
1695,48,1601,5444,结果3857-5444,two_per_file,,检测结果 (48).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (48).csv,结果汇总\结果3857-5444\10-99\检测结果 (48).csv,10-99,.csv,1,1,15,two_per_file_15x2
1696,48,1601,5444,结果3857-5444,two_per_file,,检测结果 (48).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (48).csv,结果汇总\结果3857-5444\10-99\检测结果 (48).csv,10-99,.csv,2,16,30,two_per_file_15x2
1697,49,1601,5444,结果3857-5444,two_per_file,,检测结果 (49).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (49).csv,结果汇总\结果3857-5444\10-99\检测结果 (49).csv,10-99,.csv,1,1,15,two_per_file_15x2
1698,49,1601,5444,结果3857-5444,two_per_file,,检测结果 (49).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (49).csv,结果汇总\结果3857-5444\10-99\检测结果 (49).csv,10-99,.csv,2,16,30,two_per_file_15x2
1699,50,1601,5444,结果3857-5444,two_per_file,,检测结果 (50).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (50).csv,结果汇总\结果3857-5444\10-99\检测结果 (50).csv,10-99,.csv,1,1,15,two_per_file_15x2
1700,50,1601,5444,结果3857-5444,two_per_file,,检测结果 (50).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (50).csv,结果汇总\结果3857-5444\10-99\检测结果 (50).csv,10-99,.csv,2,16,30,two_per_file_15x2
1701,51,1601,5444,结果3857-5444,two_per_file,,检测结果 (51).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (51).csv,结果汇总\结果3857-5444\10-99\检测结果 (51).csv,10-99,.csv,1,1,15,two_per_file_15x2
1702,51,1601,5444,结果3857-5444,two_per_file,,检测结果 (51).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (51).csv,结果汇总\结果3857-5444\10-99\检测结果 (51).csv,10-99,.csv,2,16,30,two_per_file_15x2
1703,52,1601,5444,结果3857-5444,two_per_file,,检测结果 (52).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (52).csv,结果汇总\结果3857-5444\10-99\检测结果 (52).csv,10-99,.csv,1,1,15,two_per_file_15x2
1704,52,1601,5444,结果3857-5444,two_per_file,,检测结果 (52).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (52).csv,结果汇总\结果3857-5444\10-99\检测结果 (52).csv,10-99,.csv,2,16,30,two_per_file_15x2
1705,53,1601,5444,结果3857-5444,two_per_file,,检测结果 (53).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (53).csv,结果汇总\结果3857-5444\10-99\检测结果 (53).csv,10-99,.csv,1,1,15,two_per_file_15x2
1706,53,1601,5444,结果3857-5444,two_per_file,,检测结果 (53).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (53).csv,结果汇总\结果3857-5444\10-99\检测结果 (53).csv,10-99,.csv,2,16,30,two_per_file_15x2
1707,54,1601,5444,结果3857-5444,two_per_file,,检测结果 (54).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (54).csv,结果汇总\结果3857-5444\10-99\检测结果 (54).csv,10-99,.csv,1,1,15,two_per_file_15x2
1708,54,1601,5444,结果3857-5444,two_per_file,,检测结果 (54).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (54).csv,结果汇总\结果3857-5444\10-99\检测结果 (54).csv,10-99,.csv,2,16,30,two_per_file_15x2
1709,55,1601,5444,结果3857-5444,two_per_file,,检测结果 (55).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (55).csv,结果汇总\结果3857-5444\10-99\检测结果 (55).csv,10-99,.csv,1,1,15,two_per_file_15x2
1710,55,1601,5444,结果3857-5444,two_per_file,,检测结果 (55).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (55).csv,结果汇总\结果3857-5444\10-99\检测结果 (55).csv,10-99,.csv,2,16,30,two_per_file_15x2
1711,56,1601,5444,结果3857-5444,two_per_file,,检测结果 (56).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (56).csv,结果汇总\结果3857-5444\10-99\检测结果 (56).csv,10-99,.csv,1,1,15,two_per_file_15x2
1712,56,1601,5444,结果3857-5444,two_per_file,,检测结果 (56).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (56).csv,结果汇总\结果3857-5444\10-99\检测结果 (56).csv,10-99,.csv,2,16,30,two_per_file_15x2
1713,57,1601,5444,结果3857-5444,two_per_file,,检测结果 (57).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (57).csv,结果汇总\结果3857-5444\10-99\检测结果 (57).csv,10-99,.csv,1,1,15,two_per_file_15x2
1714,57,1601,5444,结果3857-5444,two_per_file,,检测结果 (57).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (57).csv,结果汇总\结果3857-5444\10-99\检测结果 (57).csv,10-99,.csv,2,16,30,two_per_file_15x2
1715,58,1601,5444,结果3857-5444,two_per_file,,检测结果 (58).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (58).csv,结果汇总\结果3857-5444\10-99\检测结果 (58).csv,10-99,.csv,1,1,15,two_per_file_15x2
1716,58,1601,5444,结果3857-5444,two_per_file,,检测结果 (58).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (58).csv,结果汇总\结果3857-5444\10-99\检测结果 (58).csv,10-99,.csv,2,16,30,two_per_file_15x2
1717,59,1601,5444,结果3857-5444,two_per_file,,检测结果 (59).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (59).csv,结果汇总\结果3857-5444\10-99\检测结果 (59).csv,10-99,.csv,1,1,15,two_per_file_15x2
1718,59,1601,5444,结果3857-5444,two_per_file,,检测结果 (59).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (59).csv,结果汇总\结果3857-5444\10-99\检测结果 (59).csv,10-99,.csv,2,16,30,two_per_file_15x2
1719,60,1601,5444,结果3857-5444,two_per_file,,检测结果 (60).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (60).csv,结果汇总\结果3857-5444\10-99\检测结果 (60).csv,10-99,.csv,1,1,15,two_per_file_15x2
1720,60,1601,5444,结果3857-5444,two_per_file,,检测结果 (60).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (60).csv,结果汇总\结果3857-5444\10-99\检测结果 (60).csv,10-99,.csv,2,16,30,two_per_file_15x2
1721,61,1601,5444,结果3857-5444,two_per_file,,检测结果 (61).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (61).csv,结果汇总\结果3857-5444\10-99\检测结果 (61).csv,10-99,.csv,1,1,15,two_per_file_15x2
1722,61,1601,5444,结果3857-5444,two_per_file,,检测结果 (61).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (61).csv,结果汇总\结果3857-5444\10-99\检测结果 (61).csv,10-99,.csv,2,16,30,two_per_file_15x2
1723,62,1601,5444,结果3857-5444,two_per_file,,检测结果 (62).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (62).csv,结果汇总\结果3857-5444\10-99\检测结果 (62).csv,10-99,.csv,1,1,15,two_per_file_15x2
1724,62,1601,5444,结果3857-5444,two_per_file,,检测结果 (62).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (62).csv,结果汇总\结果3857-5444\10-99\检测结果 (62).csv,10-99,.csv,2,16,30,two_per_file_15x2
1725,63,1601,5444,结果3857-5444,two_per_file,,检测结果 (63).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (63).csv,结果汇总\结果3857-5444\10-99\检测结果 (63).csv,10-99,.csv,1,1,15,two_per_file_15x2
1726,63,1601,5444,结果3857-5444,two_per_file,,检测结果 (63).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (63).csv,结果汇总\结果3857-5444\10-99\检测结果 (63).csv,10-99,.csv,2,16,30,two_per_file_15x2
1727,64,1601,5444,结果3857-5444,two_per_file,,检测结果 (64).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (64).csv,结果汇总\结果3857-5444\10-99\检测结果 (64).csv,10-99,.csv,1,1,15,two_per_file_15x2
1728,64,1601,5444,结果3857-5444,two_per_file,,检测结果 (64).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (64).csv,结果汇总\结果3857-5444\10-99\检测结果 (64).csv,10-99,.csv,2,16,30,two_per_file_15x2
1729,65,1601,5444,结果3857-5444,two_per_file,,检测结果 (65).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (65).csv,结果汇总\结果3857-5444\10-99\检测结果 (65).csv,10-99,.csv,1,1,15,two_per_file_15x2
1730,65,1601,5444,结果3857-5444,two_per_file,,检测结果 (65).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (65).csv,结果汇总\结果3857-5444\10-99\检测结果 (65).csv,10-99,.csv,2,16,30,two_per_file_15x2
1731,66,1601,5444,结果3857-5444,two_per_file,,检测结果 (66).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (66).csv,结果汇总\结果3857-5444\10-99\检测结果 (66).csv,10-99,.csv,1,1,15,two_per_file_15x2
1732,66,1601,5444,结果3857-5444,two_per_file,,检测结果 (66).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (66).csv,结果汇总\结果3857-5444\10-99\检测结果 (66).csv,10-99,.csv,2,16,30,two_per_file_15x2
1733,67,1601,5444,结果3857-5444,two_per_file,,检测结果 (67).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (67).csv,结果汇总\结果3857-5444\10-99\检测结果 (67).csv,10-99,.csv,1,1,15,two_per_file_15x2
1734,67,1601,5444,结果3857-5444,two_per_file,,检测结果 (67).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (67).csv,结果汇总\结果3857-5444\10-99\检测结果 (67).csv,10-99,.csv,2,16,30,two_per_file_15x2
1735,68,1601,5444,结果3857-5444,two_per_file,,检测结果 (68).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (68).csv,结果汇总\结果3857-5444\10-99\检测结果 (68).csv,10-99,.csv,1,1,15,two_per_file_15x2
1736,68,1601,5444,结果3857-5444,two_per_file,,检测结果 (68).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (68).csv,结果汇总\结果3857-5444\10-99\检测结果 (68).csv,10-99,.csv,2,16,30,two_per_file_15x2
1737,69,1601,5444,结果3857-5444,two_per_file,,检测结果 (69).csv,..\medicaldata\结果汇总\结果3857-5444\10-99\检测结果 (69).csv,结果汇总\结果3857-5444\10-99\检测结果 (69).csv,10-99,.csv,1,1,15,two_per_file_15x2
