sample_id,local_sample_id,batch_start,batch_end,batch_name,sample_id_mode,sample_id_warning,file,file_path,relative_path,parent_dir,suffix,sample_slot,well_start,well_end,sample_layout
3576,988,1601,5444,结果3857-5444,two_per_file,,检测结果 (988).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (988).csv,结果汇总\结果3857-5444\100-999\检测结果 (988).csv,100-999,.csv,2,16,30,two_per_file_15x2
3577,989,1601,5444,结果3857-5444,two_per_file,,检测结果 (989).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (989).csv,结果汇总\结果3857-5444\100-999\检测结果 (989).csv,100-999,.csv,1,1,15,two_per_file_15x2
3578,989,1601,5444,结果3857-5444,two_per_file,,检测结果 (989).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (989).csv,结果汇总\结果3857-5444\100-999\检测结果 (989).csv,100-999,.csv,2,16,30,two_per_file_15x2
3579,990,1601,5444,结果3857-5444,two_per_file,,检测结果 (990).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (990).csv,结果汇总\结果3857-5444\100-999\检测结果 (990).csv,100-999,.csv,1,1,15,two_per_file_15x2
3580,990,1601,5444,结果3857-5444,two_per_file,,检测结果 (990).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (990).csv,结果汇总\结果3857-5444\100-999\检测结果 (990).csv,100-999,.csv,2,16,30,two_per_file_15x2
3581,991,1601,5444,结果3857-5444,two_per_file,,检测结果 (991).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (991).csv,结果汇总\结果3857-5444\100-999\检测结果 (991).csv,100-999,.csv,1,1,15,two_per_file_15x2
3582,991,1601,5444,结果3857-5444,two_per_file,,检测结果 (991).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (991).csv,结果汇总\结果3857-5444\100-999\检测结果 (991).csv,100-999,.csv,2,16,30,two_per_file_15x2
3583,992,1601,5444,结果3857-5444,two_per_file,,检测结果 (992).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (992).csv,结果汇总\结果3857-5444\100-999\检测结果 (992).csv,100-999,.csv,1,1,15,two_per_file_15x2
3584,992,1601,5444,结果3857-5444,two_per_file,,检测结果 (992).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (992).csv,结果汇总\结果3857-5444\100-999\检测结果 (992).csv,100-999,.csv,2,16,30,two_per_file_15x2
3585,993,1601,5444,结果3857-5444,two_per_file,,检测结果 (993).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (993).csv,结果汇总\结果3857-5444\100-999\检测结果 (993).csv,100-999,.csv,1,1,15,two_per_file_15x2
3586,993,1601,5444,结果3857-5444,two_per_file,,检测结果 (993).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (993).csv,结果汇总\结果3857-5444\100-999\检测结果 (993).csv,100-999,.csv,2,16,30,two_per_file_15x2
3587,994,1601,5444,结果3857-5444,two_per_file,,检测结果 (994).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (994).csv,结果汇总\结果3857-5444\100-999\检测结果 (994).csv,100-999,.csv,1,1,15,two_per_file_15x2
3588,994,1601,5444,结果3857-5444,two_per_file,,检测结果 (994).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (994).csv,结果汇总\结果3857-5444\100-999\检测结果 (994).csv,100-999,.csv,2,16,30,two_per_file_15x2
3589,995,1601,5444,结果3857-5444,two_per_file,,检测结果 (995).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (995).csv,结果汇总\结果3857-5444\100-999\检测结果 (995).csv,100-999,.csv,1,1,15,two_per_file_15x2
3590,995,1601,5444,结果3857-5444,two_per_file,,检测结果 (995).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (995).csv,结果汇总\结果3857-5444\100-999\检测结果 (995).csv,100-999,.csv,2,16,30,two_per_file_15x2
3591,996,1601,5444,结果3857-5444,two_per_file,,检测结果 (996).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (996).csv,结果汇总\结果3857-5444\100-999\检测结果 (996).csv,100-999,.csv,1,1,15,two_per_file_15x2
3592,996,1601,5444,结果3857-5444,two_per_file,,检测结果 (996).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (996).csv,结果汇总\结果3857-5444\100-999\检测结果 (996).csv,100-999,.csv,2,16,30,two_per_file_15x2
3593,997,1601,5444,结果3857-5444,two_per_file,,检测结果 (997).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (997).csv,结果汇总\结果3857-5444\100-999\检测结果 (997).csv,100-999,.csv,1,1,15,two_per_file_15x2
3594,997,1601,5444,结果3857-5444,two_per_file,,检测结果 (997).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (997).csv,结果汇总\结果3857-5444\100-999\检测结果 (997).csv,100-999,.csv,2,16,30,two_per_file_15x2
3595,998,1601,5444,结果3857-5444,two_per_file,,检测结果 (998).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (998).csv,结果汇总\结果3857-5444\100-999\检测结果 (998).csv,100-999,.csv,1,1,15,two_per_file_15x2
3596,998,1601,5444,结果3857-5444,two_per_file,,检测结果 (998).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (998).csv,结果汇总\结果3857-5444\100-999\检测结果 (998).csv,100-999,.csv,2,16,30,two_per_file_15x2
3597,999,1601,5444,结果3857-5444,two_per_file,,检测结果 (999).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (999).csv,结果汇总\结果3857-5444\100-999\检测结果 (999).csv,100-999,.csv,1,1,15,two_per_file_15x2
3598,999,1601,5444,结果3857-5444,two_per_file,,检测结果 (999).csv,..\medicaldata\结果汇总\结果3857-5444\100-999\检测结果 (999).csv,结果汇总\结果3857-5444\100-999\检测结果 (999).csv,100-999,.csv,2,16,30,two_per_file_15x2
3599,1000,1601,5444,结果3857-5444,two_per_file,,检测结果 (1000).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1000).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1000).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3600,1000,1601,5444,结果3857-5444,two_per_file,,检测结果 (1000).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1000).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1000).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3601,1001,1601,5444,结果3857-5444,two_per_file,,检测结果 (1001).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1001).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1001).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3602,1001,1601,5444,结果3857-5444,two_per_file,,检测结果 (1001).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1001).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1001).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3603,1002,1601,5444,结果3857-5444,two_per_file,,检测结果 (1002).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1002).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1002).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3604,1002,1601,5444,结果3857-5444,two_per_file,,检测结果 (1002).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1002).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1002).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3605,1003,1601,5444,结果3857-5444,two_per_file,,检测结果 (1003).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1003).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1003).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3606,1003,1601,5444,结果3857-5444,two_per_file,,检测结果 (1003).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1003).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1003).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3607,1004,1601,5444,结果3857-5444,two_per_file,,检测结果 (1004).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1004).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1004).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3608,1004,1601,5444,结果3857-5444,two_per_file,,检测结果 (1004).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1004).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1004).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3609,1005,1601,5444,结果3857-5444,two_per_file,,检测结果 (1005).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1005).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1005).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3610,1005,1601,5444,结果3857-5444,two_per_file,,检测结果 (1005).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1005).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1005).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3611,1006,1601,5444,结果3857-5444,two_per_file,,检测结果 (1006).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1006).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1006).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3612,1006,1601,5444,结果3857-5444,two_per_file,,检测结果 (1006).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1006).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1006).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3613,1007,1601,5444,结果3857-5444,two_per_file,,检测结果 (1007).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1007).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1007).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3614,1007,1601,5444,结果3857-5444,two_per_file,,检测结果 (1007).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1007).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1007).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3615,1008,1601,5444,结果3857-5444,two_per_file,,检测结果 (1008).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1008).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1008).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3616,1008,1601,5444,结果3857-5444,two_per_file,,检测结果 (1008).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1008).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1008).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3617,1009,1601,5444,结果3857-5444,two_per_file,,检测结果 (1009).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1009).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1009).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3618,1009,1601,5444,结果3857-5444,two_per_file,,检测结果 (1009).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1009).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1009).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3619,1010,1601,5444,结果3857-5444,two_per_file,,检测结果 (1010).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1010).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1010).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3620,1010,1601,5444,结果3857-5444,two_per_file,,检测结果 (1010).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1010).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1010).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3621,1011,1601,5444,结果3857-5444,two_per_file,,检测结果 (1011).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1011).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1011).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3622,1011,1601,5444,结果3857-5444,two_per_file,,检测结果 (1011).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1011).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1011).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3623,1012,1601,5444,结果3857-5444,two_per_file,,检测结果 (1012).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1012).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1012).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3624,1012,1601,5444,结果3857-5444,two_per_file,,检测结果 (1012).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1012).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1012).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3625,1013,1601,5444,结果3857-5444,two_per_file,,检测结果 (1013).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1013).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1013).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3626,1013,1601,5444,结果3857-5444,two_per_file,,检测结果 (1013).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1013).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1013).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3627,1014,1601,5444,结果3857-5444,two_per_file,,检测结果 (1014).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1014).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1014).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3628,1014,1601,5444,结果3857-5444,two_per_file,,检测结果 (1014).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1014).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1014).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3629,1015,1601,5444,结果3857-5444,two_per_file,,检测结果 (1015).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1015).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1015).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3630,1015,1601,5444,结果3857-5444,two_per_file,,检测结果 (1015).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1015).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1015).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3631,1016,1601,5444,结果3857-5444,two_per_file,,检测结果 (1016).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1016).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1016).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3632,1016,1601,5444,结果3857-5444,two_per_file,,检测结果 (1016).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1016).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1016).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3633,1017,1601,5444,结果3857-5444,two_per_file,,检测结果 (1017).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1017).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1017).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3634,1017,1601,5444,结果3857-5444,two_per_file,,检测结果 (1017).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1017).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1017).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3635,1018,1601,5444,结果3857-5444,two_per_file,,检测结果 (1018).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1018).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1018).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3636,1018,1601,5444,结果3857-5444,two_per_file,,检测结果 (1018).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1018).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1018).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3637,1019,1601,5444,结果3857-5444,two_per_file,,检测结果 (1019).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1019).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1019).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3638,1019,1601,5444,结果3857-5444,two_per_file,,检测结果 (1019).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1019).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1019).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3639,1020,1601,5444,结果3857-5444,two_per_file,,检测结果 (1020).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1020).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1020).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3640,1020,1601,5444,结果3857-5444,two_per_file,,检测结果 (1020).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1020).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1020).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3641,1021,1601,5444,结果3857-5444,two_per_file,,检测结果 (1021).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1021).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1021).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3642,1021,1601,5444,结果3857-5444,two_per_file,,检测结果 (1021).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1021).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1021).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3643,1022,1601,5444,结果3857-5444,two_per_file,,检测结果 (1022).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1022).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1022).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3644,1022,1601,5444,结果3857-5444,two_per_file,,检测结果 (1022).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1022).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1022).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3645,1023,1601,5444,结果3857-5444,two_per_file,,检测结果 (1023).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1023).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1023).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3646,1023,1601,5444,结果3857-5444,two_per_file,,检测结果 (1023).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1023).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1023).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3647,1024,1601,5444,结果3857-5444,two_per_file,,检测结果 (1024).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1024).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1024).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3648,1024,1601,5444,结果3857-5444,two_per_file,,检测结果 (1024).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1024).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1024).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3649,1025,1601,5444,结果3857-5444,two_per_file,,检测结果 (1025).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1025).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1025).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3650,1025,1601,5444,结果3857-5444,two_per_file,,检测结果 (1025).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1025).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1025).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3651,1026,1601,5444,结果3857-5444,two_per_file,,检测结果 (1026).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1026).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1026).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3652,1026,1601,5444,结果3857-5444,two_per_file,,检测结果 (1026).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1026).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1026).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3653,1027,1601,5444,结果3857-5444,two_per_file,,检测结果 (1027).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1027).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1027).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3654,1027,1601,5444,结果3857-5444,two_per_file,,检测结果 (1027).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1027).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1027).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3655,1028,1601,5444,结果3857-5444,two_per_file,,检测结果 (1028).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1028).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1028).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3656,1028,1601,5444,结果3857-5444,two_per_file,,检测结果 (1028).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1028).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1028).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3657,1029,1601,5444,结果3857-5444,two_per_file,,检测结果 (1029).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1029).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1029).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3658,1029,1601,5444,结果3857-5444,two_per_file,,检测结果 (1029).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1029).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1029).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3659,1030,1601,5444,结果3857-5444,two_per_file,,检测结果 (1030).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1030).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1030).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3660,1030,1601,5444,结果3857-5444,two_per_file,,检测结果 (1030).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1030).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1030).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3661,1031,1601,5444,结果3857-5444,two_per_file,,检测结果 (1031).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1031).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1031).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3662,1031,1601,5444,结果3857-5444,two_per_file,,检测结果 (1031).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1031).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1031).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3663,1032,1601,5444,结果3857-5444,two_per_file,,检测结果 (1032).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1032).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1032).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3664,1032,1601,5444,结果3857-5444,two_per_file,,检测结果 (1032).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1032).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1032).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3665,1033,1601,5444,结果3857-5444,two_per_file,,检测结果 (1033).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1033).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1033).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3666,1033,1601,5444,结果3857-5444,two_per_file,,检测结果 (1033).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1033).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1033).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3667,1034,1601,5444,结果3857-5444,two_per_file,,检测结果 (1034).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1034).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1034).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3668,1034,1601,5444,结果3857-5444,two_per_file,,检测结果 (1034).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1034).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1034).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3669,1035,1601,5444,结果3857-5444,two_per_file,,检测结果 (1035).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1035).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1035).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3670,1035,1601,5444,结果3857-5444,two_per_file,,检测结果 (1035).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1035).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1035).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3671,1036,1601,5444,结果3857-5444,two_per_file,,检测结果 (1036).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1036).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1036).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3672,1036,1601,5444,结果3857-5444,two_per_file,,检测结果 (1036).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1036).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1036).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3673,1037,1601,5444,结果3857-5444,two_per_file,,检测结果 (1037).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1037).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1037).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3674,1037,1601,5444,结果3857-5444,two_per_file,,检测结果 (1037).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1037).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1037).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3675,1038,1601,5444,结果3857-5444,two_per_file,,检测结果 (1038).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1038).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1038).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3676,1038,1601,5444,结果3857-5444,two_per_file,,检测结果 (1038).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1038).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1038).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
3677,1039,1601,5444,结果3857-5444,two_per_file,,检测结果 (1039).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1039).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1039).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
3678,1039,1601,5444,结果3857-5444,two_per_file,,检测结果 (1039).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1039).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1039).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
